Unnamed: 0,Status,Vehicle Make,Vehicle Model,Vehicle Model Year,Vehicle Color,Vehicle Fuel Source,Wheelchair Accessible,Company Name,City,State,ZIP Code,Taxi Affiliation,Taxi Medallion License Management ,Record ID,Vehicle Type
1351,INACTIVE,YODER,LANDAU,1989.0,,Horse,N,ANTIQUE COACH & CARRIAGE CO,CHICAGO,IL,60640.0,,,11Horse Drawn Carriage,Unknown
1963,INACTIVE,MARTIN,VIS-A-VIS,,,Horse,N,"STEP-IN-TIME CARRIAGE, LTD",CHICAGO,IL,60610.0,,,59Horse Drawn Carriage,Unknown
2118,INACTIVE,SCHWARTZ,COACH,,,Horse,N,COACH HORSE LIVERY LIMITED,CHICAGO,IL,60610.0,,,43Horse Drawn Carriage,Unknown
2429,INACTIVE,SCHWARTZ,COACH,,,Horse,N,COACH HORSE LIVERY LIMITED,CHICAGO,IL,60610.0,,,45Horse Drawn Carriage,Unknown
2513,INACTIVE,MARTIN,VIS-A-VIS,2015.0,,Horse,N,ANTIQUE COACH & CARRIAGE CO,CHICAGO,IL,60640.0,,,1Horse Drawn Carriage,Unknown
2555,INACTIVE,MILLER,COACH,,,Horse,N,COACH HORSE LIVERY LIMITED,CHICAGO,IL,60610.0,,,33Horse Drawn Carriage,Unknown
2765,INACTIVE,MARTIN,VIS-A-VIS,2010.0,WHITE,Horse,N,GREAT LAKES HORSE AND CARRIAGE LLC,CHICAGO,IL,60618.0,,,24Horse Drawn Carriage,Unknown
2918,INACTIVE,MILLER,COACH,,,Horse,N,COACH HORSE LIVERY LIMITED,CHICAGO,IL,60610.0,,,44Horse Drawn Carriage,Unknown
2985,INACTIVE,ANDERSON,VIS-A-VIS,,,Horse,N,CHICAGO HORSE & CARRIAGE LTD,CHICAGO,IL,60611.0,,,19Horse Drawn Carriage,Unknown
4288,INACTIVE,MARTIN,COACH,,,Horse,N,COACH HORSE LIVERY LIMITED,CHICAGO,IL,60610.0,,,28Horse Drawn Carriage,Unknown
4305,INACTIVE,ANDERSON,VIS-A-VIS,,,Horse,N,COACH HORSE LIVERY LIMITED,CHICAGO,IL,60610.0,,,29Horse Drawn Carriage,Unknown
5002,INACTIVE,MILLER,LANDAU,,,Horse,N,COACH HORSE LIVERY LIMITED,CHICAGO,IL,60610.0,,,39Horse Drawn Carriage,Unknown
5279,INACTIVE,ANDERSON,VIS-A-VIS,,,Horse,N,ROYAL CARRIAGE LIMITED.,CHICAGO,IL,60610.0,,,57Horse Drawn Carriage,Unknown
5302,INACTIVE,SCHROCK,VIS-A-VIS,,WHITE,Horse,N,CHICAGO HORSE & CARRIAGE LTD,CHICAGO,IL,60611.0,,,15Horse Drawn Carriage,Unknown
5721,INACTIVE,SCHROCK,COACH,,,Horse,N,COACH HORSE LIVERY LIMITED,CHICAGO,IL,60610.0,,,34Horse Drawn Carriage,Unknown
5882,INACTIVE,MARTIN,VIS-A-VIS,,BLACK,Horse,N,GOLD COAST HORSE & CARRIAGE,CHICAGO,IL,60612.0,,,55Horse Drawn Carriage,Unknown
6107,INACTIVE,MARTIN,VIS-A-VIS,,,Horse,N,ROYAL CARRIAGE LIMITED.,CHICAGO,IL,60610.0,,,58Horse Drawn Carriage,Unknown
6393,INACTIVE,MARTIN,VIS-A-VIS,1995.0,BLACK,Horse,N,GREAT LAKES HORSE AND CARRIAGE LLC,CHICAGO,IL,60618.0,,,48Horse Drawn Carriage,Unknown
7317,INACTIVE,SCHROCK,VIS-A-VIS,,,Horse,N,COACH HORSE LIVERY LIMITED,CHICAGO,IL,60610.0,,,38Horse Drawn Carriage,Unknown
7813,INACTIVE,ANDERSON,COACH,,,Horse,N,COACH HORSE LIVERY LIMITED,CHICAGO,IL,60610.0,,,42Horse Drawn Carriage,Unknown
7908,INACTIVE,MILLER,LANDAU,,,Horse,N,COACH HORSE LIVERY LIMITED,CHICAGO,IL,60610.0,,,31Horse Drawn Carriage,Unknown
7991,INACTIVE,KIMBALL,COACH,,,Horse,N,COACH HORSE LIVERY LIMITED,CHICAGO,IL,60610.0,,,46Horse Drawn Carriage,Unknown
7993,INACTIVE,MILLER,LANDAU,,,Horse,N,COACH HORSE LIVERY LIMITED,CHICAGO,IL,60610.0,,,30Horse Drawn Carriage,Unknown
8202,INACTIVE,MILLER,COACH,,,Horse,N,COACH HORSE LIVERY LIMITED,CHICAGO,IL,60610.0,,,25Horse Drawn Carriage,Unknown
9108,INACTIVE,ANDERSON,VIS-A-VIS,,,Horse,N,COACH HORSE LIVERY LIMITED,CHICAGO,IL,60610.0,,,26Horse Drawn Carriage,Unknown
9321,INACTIVE,YODER,COACH,,,Horse,N,COACH HORSE LIVERY LIMITED,CHICAGO,IL,60610.0,,,40Horse Drawn Carriage,Unknown
9464,INACTIVE,VICTORIA,VIS-A-VIS,,,Horse,N,CHICAGO HORSE & CARRIAGE LTD,CHICAGO,IL,60611.0,,,22Horse Drawn Carriage,Unknown
9806,INACTIVE,YODER,VIS-A-VIS,,,Horse,N,CHICAGO HORSE & CARRIAGE LTD,CHICAGO,IL,60611.0,,,17Horse Drawn Carriage,Unknown
10033,INACTIVE,,,,,Horse,N,COACH HORSE LIVERY LIMITED,CHICAGO,IL,60610.0,,,35Horse Drawn Carriage,Unknown
10218,INACTIVE,MARTIN,VIS-A-VIS,2015.0,,Horse,N,ANTIQUE COACH & CARRIAGE CO,CHICAGO,IL,60640.0,,,3Horse Drawn Carriage,Unknown
10433,INACTIVE,TROYER,VIS-A-VIS,2015.0,,Horse,N,ANTIQUE COACH & CARRIAGE CO,CHICAGO,IL,60640.0,,,8Horse Drawn Carriage,Unknown
10467,INACTIVE,MARTIN,VIS-A-VIS,,,Horse,N,CHICAGO HORSE & CARRIAGE LTD,CHICAGO,IL,60611.0,,,13Horse Drawn Carriage,Unknown
11005,INACTIVE,SCHROCK,VIS-A-VIS,,,Horse,N,CHICAGO HORSE & CARRIAGE LTD,CHICAGO,IL,60611.0,,,14Horse Drawn Carriage,Unknown
11146,INACTIVE,MARTIN,VIS-A-VIS,2015.0,,Horse,N,ANTIQUE COACH & CARRIAGE CO,CHICAGO,IL,60640.0,,,5Horse Drawn Carriage,Unknown
11404,INACTIVE,SCHROCK,VIS-A-VIS,,,Horse,N,CHICAGO HORSE & CARRIAGE LTD,CHICAGO,IL,60611.0,,,14Horse Drawn Carriage,Unknown
11713,INACTIVE,YODER,COACH,,,Horse,N,COACH HORSE LIVERY LIMITED,CHICAGO,IL,60610.0,,,27Horse Drawn Carriage,Unknown
12064,INACTIVE,TROYER,VIS-A-VIS,2015.0,,Horse,N,ANTIQUE COACH & CARRIAGE CO,CHICAGO,IL,60640.0,,,10Horse Drawn Carriage,Unknown
12146,INACTIVE,MARTIN,VIS-A-VIS,1995.0,BLACK,Horse,N,GREAT LAKES HORSE AND CARRIAGE LLC,CHICAGO,IL,60618.0,,,23Horse Drawn Carriage,Unknown
12169,INACTIVE,STUDEBAKER,VIS-A-VIS,1991.0,,Horse,N,ANTIQUE COACH & CARRIAGE CO,CHICAGO,IL,60640.0,,,12Horse Drawn Carriage,Unknown
12391,INACTIVE,MARTIN,VIS-A-VIS,2015.0,,Horse,N,ANTIQUE COACH & CARRIAGE CO,CHICAGO,IL,60640.0,,,6Horse Drawn Carriage,Unknown
12642,INACTIVE,MARTIN,VIS-A-VIS,2015.0,,Horse,N,ANTIQUE COACH & CARRIAGE CO,CHICAGO,IL,60640.0,,,2Horse Drawn Carriage,Unknown
13518,INACTIVE,YODER,VIS-A-VIS,,,Horse,N,CHICAGO HORSE & CARRIAGE LTD,CHICAGO,IL,60611.0,,,17Horse Drawn Carriage,Unknown
13543,INACTIVE,YODER,VIS-A-VIS,,,Horse,N,CHICAGO HORSE & CARRIAGE LTD,CHICAGO,IL,60611.0,,,18Horse Drawn Carriage,Unknown
13572,INACTIVE,TROYER,VIS-A-VIS,2015.0,,Horse,N,ANTIQUE COACH & CARRIAGE CO,CHICAGO,IL,60640.0,,,9Horse Drawn Carriage,Unknown
13855,INACTIVE,ANDERSON,VIS-A-VIS,,,Horse,N,ROYAL CARRIAGE LIMITED.,CHICAGO,IL,60610.0,,,56Horse Drawn Carriage,Unknown
14326,INACTIVE,TROYER,VIS-A-VIS,,,Horse,N,CHICAGO HORSE & CARRIAGE LTD,CHICAGO,IL,60611.0,,,21Horse Drawn Carriage,Unknown
14564,INACTIVE,YODER,COACH,,,Horse,N,COACH HORSE LIVERY LIMITED,CHICAGO,IL,60610.0,,,41Horse Drawn Carriage,Unknown
14566,INACTIVE,SCHWARTZ,COACH,,,Horse,N,COACH HORSE LIVERY LIMITED,CHICAGO,IL,60610.0,,,36Horse Drawn Carriage,Unknown
14768,INACTIVE,TROYER,VIS-A-VIS,2015.0,,Horse,N,ANTIQUE COACH & CARRIAGE CO,CHICAGO,IL,60640.0,,,7Horse Drawn Carriage,Unknown
15159,INACTIVE,TROYER,VIS-A-VIS,2015.0,,Horse,N,ANTIQUE COACH & CARRIAGE CO,CHICAGO,IL,60640.0,,,10Horse Drawn Carriage,Unknown
15351,INACTIVE,MILLER,COACH,,,Horse,N,COACH HORSE LIVERY LIMITED,CHICAGO,IL,60610.0,,,37Horse Drawn Carriage,Unknown
15431,INACTIVE,SCHWARTZ,VIS-A-VIS,2015.0,BLACK/RED,Horse,N,GREAT LAKES HORSE AND CARRIAGE LLC,CHICAGO,IL,60618.0,,,49Horse Drawn Carriage,Unknown
15499,INACTIVE,MARTIN,VIS-A-VIS,2015.0,,Horse,N,ANTIQUE COACH & CARRIAGE CO,CHICAGO,IL,60640.0,,,4Horse Drawn Carriage,Unknown
15501,INACTIVE,MARTIN,VIS-A-VIS,2010.0,GREEN,Horse,N,GREAT LAKES HORSE AND CARRIAGE LLC,CHICAGO,IL,60618.0,,,0Horse Drawn Carriage,Unknown
15769,INACTIVE,MARTIN,VIS-A-VIS,,,Horse,N,"STEP-IN-TIME CARRIAGE, LTD",CHICAGO,IL,60610.0,,,60Horse Drawn Carriage,Unknown
5,VIOLATION,FORD,ESCAPE,2012.0,WHITE,Hybrid,N,RACHEL TAXI INC,CHICAGO,IL,60616.0,EXPIRED AFFILIATION,Owner Manager,1273Taxi,Unknown
8,ACTIVE,TOYOTA,SIENNA,2023.0,WHITE/BLUE/STRIPES,Hybrid,Y,A ONE RIDE INC,CHICAGO,IL,60646.0,Blue Ribbon Assn Inc,Owner-Operator,2421Taxi,Unknown
16,ACTIVE,TOYOTA,PRIUS,2013.0,GRAY/WHITE,Hybrid,N,ANKOBER INC,CHICAGO,IL,60626.0,Choice Taxi Association Inc,Owner-Operator,6090Taxi,Unknown
18,VIOLATION,TOYOTA,CAMRY,2011.0,WHITE,Hybrid,N,ASECMAN INC.,CHICAGO,IL,60641.0,DIS-AFFILIATED,Owner Manager,1929Taxi,Unknown
20,ACTIVE,TOYOTA,CAMRY,2014.0,GRAY/WHITE,Hybrid,N,ETHIO TRANS INC,CHICAGO,IL,60645.0,Choice Taxi Association Inc,Owner-Operator,2283Taxi,Unknown
22,VIOLATION,TOYOTA,CAMRY,2015.0,WHITE,Hybrid,N,INDUS CAB CO,CHICAGO,IL,60641.0,DIS-AFFILIATED,Owner Manager,6250Taxi,Unknown
23,ACTIVE,TOYOTA,CAMRY,2012.0,BLUE/WHITE,Hybrid,N,NEW CITY CAB CORP,CHICAGO,IL,60641.0,Sun Taxi Association Inc,"Sun Financial Services, Inc.",5388Taxi,Unknown
25,SURRENDER,TOYOTA,CAMRY,2016.0,WHITE,Hybrid,N,"TAXI MEDALLION GROUP, LLC SERIES 30",CHICAGO,IL,60618.0,DIS-AFFILIATED,Owner Manager,5539Taxi,Unknown
26,VIOLATION,TOYOTA,CAMRY,2012.0,WHITE,Hybrid,N,MEMON EXPRESS INC.,CHICAGO,IL,60641.0,DIS-AFFILIATED,Owner Manager,2250Taxi,Unknown
28,ACTIVE,TOYOTA,CAMRY,2013.0,WHITE/BLUE/STRIPES,Hybrid,N,BELLO CAB INC,CHICAGO,IL,60646.0,Blue Ribbon Assn Inc,Owner-Operator,1161Taxi,Unknown
32,VIOLATION,NISSAN,ALTIMA,2011.0,WHITE,Hybrid,N,MEDALLION FUNDING CHICAGO CORP III,CHICAGO,IL,60630.0,DIS-AFFILIATED,Owner Manager,891Taxi,Unknown
36,ACTIVE,TOYOTA,PRIUS,2013.0,WHITE,Hybrid,N,GURU CAB CO,CHICAGO,IL,60656.0,Flash Cab Co,Owner Manager,48Taxi,Unknown
37,REVOKED,TOYOTA,CAMRY,2013.0,WHITE,Hybrid,N,RIVERSIDE TAXI CORP,CHICAGO,IL,60656.0,DIS-AFFILIATED,Owner Manager,6901Taxi,Unknown
39,VIOLATION,TOYOTA,CAMRY,2012.0,WHITE,Hybrid,N,SUMAR INC,CHICAGO,IL,60641.0,DIS-AFFILIATED,Owner Manager,4038Taxi,Unknown
46,ACTIVE,TOYOTA,PRIUS,2014.0,WHITE,Hybrid,N,RODAS CAB CO,CHICAGO,IL,60640.0,Independent1,Owner-Operator,3303Taxi,Unknown
48,VIOLATION,NISSAN,ALTIMA,2011.0,BLUE,Hybrid,N,FRAPPE TAXI LLC,CHICAGO,IL,60630.0,NORTHSTAR AFFILIATION,Star North Management LLC,72Taxi,Unknown
51,SURRENDER,FORD,ESCAPE,2012.0,YELLOW,Hybrid,N,HAZARA INC,CHICAGO,IL,60641.0,Yellow Cab Association,Owner-Operator,5889Taxi,Unknown
55,VIOLATION,FORD,ESCAPE,2012.0,WHITE,Hybrid,N,"CHICAGO POLO IX, INC.",CHICAGO,IL,60616.0,EXPIRED AFFILIATION,Owner Manager,3838Taxi,Unknown
59,VIOLATION,TOYOTA,CAMRY,2014.0,WHITE,Hybrid,N,GREVENA CORP,CHICAGO,IL,60641.0,DIS-AFFILIATED,Owner Manager,89Taxi,Unknown
63,SURRENDER,TOYOTA,PRIUS,2013.0,GREEN,Hybrid,N,NECT 34 LLC,CHICAGO,IL,60645.0,TAXI TOWN AFFILIATION LLC,"Medallion Leasing and Management, Inc.",846Taxi,Unknown
65,VIOLATION,TOYOTA,RAV4,2021.0,ORANGE,Hybrid,N,W TAXI INC.,CHICAGO,IL,60641.0,WOLLEY TAXI,Owner Manager,5726Taxi,Unknown
67,VIOLATION,TOYOTA,CAMRY,2014.0,WHITE,Hybrid,N,RANGI CAB CO,CHICAGO,IL,60641.0,DIS-AFFILIATED,Owner Manager,2450Taxi,Unknown
69,SURRENDER,TOYOTA,PRIUS,2014.0,WHITE/BLUE/STRIPES,Hybrid,N,AKAL CAB COMPANY,CHICAGO,IL,60646.0,Blue Ribbon Assn Inc,"Cab Management Group, Inc.",3600Taxi,Unknown
71,ACTIVE,TOYOTA,RAV4,2019.0,WHITE,Hybrid,N,YEMD INC.,CHICAGO,IL,60630.0,Globe Taxi Association Inc,Owner-Operator,3423Taxi,Unknown
73,ACTIVE,TOYOTA,CAMRY,2014.0,CREAM/GREEN,Hybrid,N,SAMRAZA INC,CHICAGO,IL,60641.0,Checker Taxi Association Co.,Owner-Operator,3040Taxi,Unknown
74,VIOLATION,TOYOTA,PRIUS,2014.0,WHITE,Hybrid,N,COHEN CAB CORP.,CHICAGO,IL,60640.0,EXPIRED AFFILIATION,Owner Manager,3747Taxi,Unknown
75,ACTIVE,TOYOTA,PRIUS,2013.0,BLUE,Hybrid,N,BBDR EXPRESS INC,CHICAGO,IL,60612.0,Independent1,Owner-Operator,6894Taxi,Unknown
76,ACTIVE,TOYOTA,RAV4,2022.0,WHITE,Hybrid,N,"YEMARIAM TRANS, INC",CHICAGO,IL,60659.0,City Service Taxi Association,Owner-Operator,5854Taxi,Unknown
83,ACTIVE,TOYOTA,PRIUS,2015.0,CREAM/GREEN,Hybrid,N,SUKHI ENTERPRISES INC.,CHICAGO,IL,60641.0,Checker Taxi Association Co.,Owner Manager,3762Taxi,Unknown
84,ACTIVE,TOYOTA,CAMRY,2014.0,YELLOW,Hybrid,N,SHAD EXPRESS INC.,CHICAGO,IL,60641.0,Yellow Cab Association,Owner Manager,5366Taxi,Unknown
86,ACTIVE,TOYOTA,CAMRY,2016.0,WHITE,Hybrid,N,GHAOTHY L.L.C.,CHICAGO,IL,60659.0,City Service Taxi Association,Owner-Operator,5229Taxi,Unknown
87,VIOLATION,TOYOTA,PRIUS,2016.0,WHITE,Hybrid,N,JIBICHO INC,CHICAGO,IL,60641.0,DIS-AFFILIATED,Owner-Operator,4018Taxi,Unknown
89,SURRENDER,TOYOTA,CAMRY,2013.0,BLUE,Hybrid,N,OAK TAXI LLC,CHICAGO,IL,60630.0,NORTHSTAR AFFILIATION,Star North Management LLC,6473Taxi,Unknown
92,REVOKED,TOYOTA,CAMRY,2016.0,WHITE,Hybrid,N,ZANTE CAB CO INC,CHICAGO,IL,60641.0,DIS-AFFILIATED,Owner Manager,4204Taxi,Unknown
94,VIOLATION,FORD,FUSION,2010.0,WHITE,Hybrid,N,MCCAB II CORP.,CHICAGO,IL,60656.0,DIS-AFFILIATED,Owner Manager,2551Taxi,Unknown
95,ACTIVE,TOYOTA,PRIUS,2015.0,YELLOW,Hybrid,N,"TAXI MEDALLION GROUP, LLC SERIES IV",CHICAGO,IL,60618.0,Yellow Cab Association,Owner Manager,6747Taxi,Unknown
98,VIOLATION,FORD,FUSION,2014.0,GREEN,Hybrid,N,NECT 13 LLC,CHICAGO,IL,60645.0,TAXI TOWN AFFILIATION LLC,"Medallion Leasing and Management, Inc.",2050Taxi,Unknown
105,SURRENDER,TOYOTA,PRIUS,2013.0,WHITE,Hybrid,N,AMRIT CAB CO.,CHICAGO,IL,60630.0,Globe Taxi Association Inc,Chicago Taxicab Management Inc.,2081Taxi,Unknown
109,ACTIVE,TOYOTA,RAV4,2019.0,WHITE,Hybrid,N,SADEK TRANSPORTATION INC,CHICAGO,IL,60630.0,Globe Taxi Association Inc,Owner Manager,5190Taxi,Unknown
110,ACTIVE,TOYOTA,PRIUS,2015.0,WHITE,Hybrid,N,WAAMO TAXI INC,CHICAGO,IL,60656.0,Flash Cab Co,Owner-Operator,5157Taxi,Unknown
111,VIOLATION,TOYOTA,PRIUS,2012.0,WHITE,Hybrid,N,DUROJAIYE CORP,CHICAGO,IL,60641.0,DIS-AFFILIATED,Owner Manager,4435Taxi,Unknown
113,SURRENDER,TOYOTA,PRIUS,2013.0,YELLOW,Hybrid,N,TAXI MEDALLION GROUPLLC -SERIESXXV,CHICAGO,IL,60618.0,Yellow Cab Association,Owner Manager,6726Taxi,Unknown
116,ACTIVE,TOYOTA,PRIUS,2013.0,GRAY/WHITE,Hybrid,N,RED FOX TAXI INC,CHICAGO,IL,60645.0,Choice Taxi Association Inc,Owner-Operator,2130Taxi,Unknown
118,VIOLATION,TOYOTA,PRIUS,2015.0,WHITE,Hybrid,N,ON THE GO CAB CO INC,CHICAGO,IL,60641.0,DIS-AFFILIATED,Owner Manager,6630Taxi,Unknown
120,REVOKED,TOYOTA,PRIUS,2014.0,WHITE,Hybrid,N,STOLI CAB CO.,CHICAGO,IL,60656.0,DIS-AFFILIATED,Owner Manager,3031Taxi,Unknown
122,ACTIVE,HONDA,CRV,2023.0,WHITE,Hybrid,N,DIMA TRANS INC,CHICAGO,IL,60659.0,City Service Taxi Association,Owner-Operator,295Taxi,Unknown
123,VIOLATION,TOYOTA,PRIUS,2014.0,WHITE,Hybrid,N,SLSJETS I CAB CORP.,CHICAGO,IL,60616.0,EXPIRED AFFILIATION,Owner Manager,2895Taxi,Unknown
126,SURRENDER,TOYOTA,RAV4,2021.0,BLUE/WHITE,Hybrid,N,ISAYAS INC,CHICAGO,IL,60641.0,Sun Taxi Association Inc,Owner-Operator,4826Taxi,Unknown
132,ACTIVE,TOYOTA,SIENNA,2023.0,WHITE,Hybrid,Y,"RAMALLAH TRANS, INC",CHICAGO,IL,60612.0,Independent1,Owner-Operator,1865Taxi,Unknown
134,ACTIVE,TOYOTA,CAMRY,2014.0,WHITE/BLUE/STRIPES,Hybrid,N,MARIA NASEEM INC,CHICAGO,IL,60646.0,Blue Ribbon Assn Inc,Owner-Operator,4958Taxi,Unknown
137,ACTIVE,TOYOTA,PRIUS,2016.0,BLACK,Hybrid,N,BLUE SAPPHIRE TAXI LLC,CHICAGO,IL,60612.0,Independent1,Owner-Operator,6806Taxi,Unknown
138,ACTIVE,KIA,NIRO,2020.0,SILVER,Hybrid,N,BABA TAXI INC,CHICAGO,IL,60640.0,Independent1,Owner-Operator,4771Taxi,Unknown
139,VIOLATION,TOYOTA,CAMRY,2013.0,WHITE,Hybrid,N,EAJJU INC.,CHICAGO,IL,60659.0,City Service Taxi Association,Owner Manager,3524Taxi,Unknown
147,ACTIVE,TOYOTA,PRIUS,2011.0,BLUE/WHITE,Hybrid,N,JIWANI CAB CO,CHICAGO,IL,60646.0,Koam Taxi Association,Owner-Operator,3065Taxi,Unknown
153,VIOLATION,TOYOTA,CAMRY,2011.0,WHITE,Hybrid,N,ALEXA EXPRESS INC,CHICAGO,IL,60656.0,DIS-AFFILIATED,Owner Manager,3951Taxi,Unknown
156,VIOLATION,FORD,ESCAPE,2012.0,WHITE,Hybrid,N,SCORPION CAB CO.,CHICAGO,IL,60616.0,EXPIRED AFFILIATION,Owner Manager,6291Taxi,Unknown
158,VIOLATION,TOYOTA,CAMRY,2013.0,WHITE,Hybrid,N,SHOWCASE SPORTS MANAGEMENT CORP.,CHICAGO,IL,60646.0,DIS-AFFILIATED,Owner Manager,5739Taxi,Unknown
159,ACTIVE,TOYOTA,CAMRY,2016.0,BLUE/WHITE,Hybrid,N,MEDALLION FUNDING CHICAGO CORP II,CHICAGO,IL,60641.0,Sun Taxi Association Inc,"Sun Financial Services, Inc.",866Taxi,Unknown
162,SURRENDER,TOYOTA,PRIUS,2014.0,BLUE/WHITE,Hybrid,N,MEGU CAB INC,CHICAGO,IL,60641.0,Sun Taxi Association Inc,Owner-Operator,5979Taxi,Unknown
164,VIOLATION,NISSAN,ALTIMA,2011.0,WHITE,Hybrid,N,MUMBAI TAXI LLC,CHICAGO,IL,60630.0,DIS-AFFILIATED,Owner Manager,1782Taxi,Unknown
169,ACTIVE,TOYOTA,CAMRY,2020.0,WHITE,Hybrid,N,MASHAL TRANS INC,CHICAGO,IL,60659.0,City Service Taxi Association,Owner Manager,2526Taxi,Unknown
172,ACTIVE,TOYOTA,CAMRY,2017.0,BLUE/WHITE,Hybrid,N,WON TAXI CAB CORP,CHICAGO,IL,60641.0,Sun Taxi Association Inc,"Sun Financial Services, Inc.",5673Taxi,Unknown
173,ACTIVE,TOYOTA,CAMRY,2017.0,WHITE,Hybrid,N,BRIGHT CAB INC,CHICAGO,IL,60626.0,Flash Cab Co,Owner-Operator,56Taxi,Unknown
174,VIOLATION,TOYOTA,PRIUS,2013.0,WHITE,Hybrid,N,CHICAGO SEVEN CAB INC,CHICAGO,IL,60616.0,EXPIRED AFFILIATION,Owner Manager,6260Taxi,Unknown
176,ACTIVE,TOYOTA,RAV4,2016.0,WHITE,Hybrid,N,SCHATZI CAB COMPANY INC,CHICAGO,IL,60656.0,Flash Cab Co,Chicago Taxicab Management Inc.,1606Taxi,Unknown
181,ACTIVE,TOYOTA,PRIUS,2015.0,WHITE/BLUE,Hybrid,N,W CITY CAB LLC,CHICAGO,IL,60647.0,Independent1,Owner-Operator,3695Taxi,Unknown
183,ACTIVE,TOYOTA,CAMRY,2014.0,BLUE/WHITE,Hybrid,N,DNY TAXI INC,CHICAGO,IL,60641.0,Sun Taxi Association Inc,Owner-Operator,5456Taxi,Unknown
187,VIOLATION,FORD,ESCAPE,2012.0,WHITE,Hybrid,N,MEDALLION FUNDING CHICAGO CORP,CHICAGO,IL,60616.0,EXPIRED AFFILIATION,Owner Manager,514Taxi,Unknown
190,ACTIVE,TOYOTA,PRIUS,2015.0,WHITE,Hybrid,N,"SS AUTO TRANS, INC",CHICAGO,IL,60659.0,City Service Taxi Association,Owner Manager,2125Taxi,Unknown
193,SURRENDER,TOYOTA,CAMRY,2019.0,YELLOW,Hybrid,N,MBD CAB CO,CHICAGO,IL,60641.0,Yellow Cab Association,Owner Manager,4913Taxi,Unknown
201,ACTIVE,FORD,FUSION,2012.0,WHITE,Hybrid,N,AALA HAZRAT CAB CORP,CHICAGO,IL,60630.0,Globe Taxi Association Inc,Owner Manager,6113Taxi,Unknown
202,VIOLATION,TOYOTA,PRIUS,2016.0,ORANGE,Hybrid,N,U CAB INC,CHICAGO,IL,60641.0,WOLLEY TAXI,Owner Manager,5996Taxi,Unknown
203,ACTIVE,TOYOTA,PRIUS,2018.0,ORANGE,Hybrid,N,OHARE TRANSIT LLC,CHICAGO,IL,60641.0,WOLLEY TAXI,Owner-Operator,639Taxi,Unknown
204,VIOLATION,FORD,ESCAPE,2012.0,WHITE,Hybrid,N,"CHICAGO POLO X, INC.",CHICAGO,IL,60616.0,EXPIRED AFFILIATION,Owner Manager,800Taxi,Unknown
205,ACTIVE,TOYOTA,SIENNA,2023.0,RED,Hybrid,Y,"BELL & J'S, INC",CHICAGO,IL,60613.0,Independent1,Owner-Operator,6923Taxi,Unknown
207,ACTIVE,TOYOTA,SIENNA,2022.0,WHITE,Hybrid,N,SJC BALENG INC,CHICAGO,IL,60660.0,Independent1,Owner-Operator,2543Taxi,Unknown
208,SURRENDER,TOYOTA,PRIUS,2015.0,WHITE,Hybrid,N,HEART OF CHICAGO EXPRESS INC.,CHICAGO,IL,60641.0,DIS-AFFILIATED,Owner Manager,1441Taxi,Unknown
213,VIOLATION,FORD,ESCAPE,2012.0,WHITE,Hybrid,N,"TYLER CRAZY ABOUT CHICAGO, INC.",CHICAGO,IL,60616.0,EXPIRED AFFILIATION,Owner Manager,705Taxi,Unknown
216,VIOLATION,FORD,ESCAPE,2012.0,WHITE,Hybrid,N,SUNDAY O ODIASE,CHICAGO,IL,60619.0,DIS-AFFILIATED,Owner Manager,5446Taxi,Unknown
217,VIOLATION,NISSAN,ALTIMA,2011.0,WHITE,Hybrid,N,CORSICA TAXI LLC,CHICAGO,IL,60630.0,DIS-AFFILIATED,Owner Manager,5527Taxi,Unknown
218,VIOLATION,TOYOTA,PRIUS,2014.0,BLUE,Hybrid,N,SANTORINI FIVE CAB CORP.,CHICAGO,IL,60630.0,NORTHSTAR AFFILIATION,Star North Management LLC,2578Taxi,Unknown
219,VIOLATION,TOYOTA,CAMRY,2013.0,WHITE,Hybrid,N,ROYAL ONE INC,CHICAGO,IL,60641.0,DIS-AFFILIATED,Owner Manager,3999Taxi,Unknown
222,VIOLATION,FORD,ESCAPE,2010.0,GREEN,Hybrid,N,NECT 6 INC.,CHICAGO,IL,60645.0,TAXI TOWN AFFILIATION LLC,"Medallion Leasing and Management, Inc.",3255Taxi,Unknown
223,VIOLATION,TOYOTA,CAMRY,2014.0,WHITE,Hybrid,N,DEVINDER S. RANGI INC,CHICAGO,IL,60641.0,DIS-AFFILIATED,Owner Manager,1337Taxi,Unknown
224,REVOKED,TOYOTA,PRIUS,2015.0,WHITE,Hybrid,N,SZW CAB CORP.,CHICAGO,IL,60641.0,DIS-AFFILIATED,Owner Manager,2535Taxi,Unknown
230,ACTIVE,TOYOTA,PRIUS,2015.0,BLUE,Hybrid,N,GREENWICH CAB CORP.,CHICAGO,IL,60630.0,NORTHSTAR AFFILIATION,Star North Management LLC,4235Taxi,Unknown
231,ACTIVE,TOYOTA,CAMRY,2013.0,WHITE/BLUE/STRIPES,Hybrid,N,CHITOWN CAB INC #1,CHICAGO,IL,60646.0,Blue Ribbon Assn Inc,"Cab Management Group, Inc.",4113Taxi,Unknown
232,ACTIVE,TOYOTA,PRIUS,2017.0,YELLOW,Hybrid,N,"MUSSY68 INTL, LIMITED",CHICAGO,IL,60641.0,Yellow Cab Association,Owner-Operator,1920Taxi,Unknown
