Status,Vehicle Make,Vehicle Model,Vehicle Model Year,Vehicle Color,Vehicle Fuel Source,Wheelchair Accessible,Company Name,City,State,ZIP Code,Taxi Affiliation,Taxi Medallion License Management,Record ID,Vehicle Type
VIOLATION,HYUNDAI,ELANTRA,2018.0,WHITE,Gasoline,N,PAROS CAB CORP.,CHICAGO,IL,60618.0,Top Cab Association,Top Cab Corp.,2500Taxi,Taxi
RESERVED,FORD,EXPEDITION,2022.0,BLACK,Gasoline,N,MUHAMMAD  ASIF,CHICAGO,IL,60641.0,None,None,8776Livery,Livery
RESERVED,FORD,E350,2004.0,YELLOW/BLUE,Gasoline,N,"SUPERIOR AIR-GROUND AMBULANCE SERVICE, INC.",ELMHURST,IL,60126.0,None,None,5580Ambulance,Ambulance
VIOLATION,GMC,YUKON,2019.0,BLACK,Gasoline,N,MAK LIMO SERVICES INC,CHICAGO,IL,60659.0,None,None,9007Livery,Livery
ACTIVE,TESLA,Y,2023.0,BLACK,Gasoline,N,AKSI TRANSPORTS INC.,CHICAGO,IL,60625.0,None,None,70734Livery,Livery
ACTIVE,GMC,YUKON XL,2021.0,BLACK,Gasoline,N,A1 SUPREME LUXURY BLACK CAR SERVICE LLC,CHICAGO,IL,60649.0,None,None,9382Livery,Livery
ACTIVE,FORD,EXPEDITION,2023.0,BLACK,Gasoline,N,STR INFINITY INC,CHICAGO,IL,60622.0,None,None,9547Livery,Livery
ACTIVE,KIA,RIO,2018.0,WHITE,Gasoline,N,"HAYELOM TRANS, INC.",CHICAGO,IL,60640.0,City Service Taxi Association,Owner-Operator,5485Taxi,Taxi
ACTIVE,CHEVROLET,SUBURBAN,2022.0,BLACK,Gasoline,N,M&B LIMOUSINE SERVICE CO.,CHICAGO,IL,60608.0,None,None,9654Livery,Livery
RESERVED,LINCOLN,NAVIGATOR,2019.0,BLACK,Gasoline,N,AKEEM A ADEDEJI,CHICAGO,IL,60617.0,None,None,9088Livery,Livery
ACTIVE,TOYOTA,SIENNA,2018.0,WHITE,Gasoline,Y,MILOS CAB CORP,CHICAGO,IL,60618.0,Top Cab Association,Top Cab Corp.,1452Taxi,Taxi
ACTIVE,LINCOLN,NAVIGATOR L,2023.0,BLACK,Gasoline,N,HEATHER'S LIMO INC.,CHICAGO,IL,60629.0,None,None,8549Livery,Livery
ACTIVE,CHEVROLET,SUBURBAN,2023.0,BLACK,Gasoline,N,VESSIE NIKOLE,CHICAGO,IL,60656.0,None,None,7405Livery,Livery
INACTIVE,FORD,E350,2009.0,WHITE,Gasoline,N,"MIDWEST MEDICAL SERVICE, INC.",CHICAGO,IL,60630.0,None,None,5570Ambulance,Ambulance
VIOLATION,LEXUS,GX460,2018.0,BLACK,Gasoline,N,CHONGYUE HUANG,CHICAGO,IL,60608.0,None,None,70047Livery,Livery
INACTIVE,CHEVROLET,EXPRESS,2009.0,SILVER/BLACK,Gasoline,N,"SUPERIOR AIR-GROUND AMBULANCE SERVICE, INC.",ELMHURST,IL,60126.0,None,None,5299Ambulance,Ambulance
ACTIVE,LINCOLN,NAVIGATOR,2023.0,BLACK,Gasoline,N,DANAYAL LIMOUSINE INC.,CHICAGO,IL,60659.0,None,None,70066Livery,Livery
INACTIVE,Unknown,Unknown,2016.0,Unknown,Gasoline,N,CITY OF CHICAGO BACP,Unknown,Unknown,Unknown,None,None,71752Livery,Livery
VIOLATION,TOYOTA,SCION,2011.0,WHITE,Gasoline,N,RIVERSIDE CAB CORP,CHICAGO,IL,60656.0,EXPIRED AFFILIATION,Owner Manager,1563Taxi,Taxi
ACTIVE,CHEVROLET,SUBURBAN,2023.0,BLACK,Gasoline,N,NOOR LIMOUSINE SERVICE INC,CHICAGO,IL,60630.0,None,None,9464Livery,Livery
ACTIVE,LINCOLN,NAUTILUS,2023.0,BLACK,Gasoline,N,CAREY LIMOUSINE CHICAGO INC,CHICAGO,IL,60631.0,None,None,7193Livery,Livery
ACTIVE,GMC,YUKON,2022.0,BLACK,Gasoline,N,AIRPORT CONNECTION EXPRESS INC,CHICAGO,IL,60660.0,None,None,7414Livery,Livery
ACTIVE,VPG,MV-1,2014.0,YELLOW,Gasoline,Y,"TAXI MEDALLION GROUP, LLC - SERIES I",CHICAGO,IL,60641.0,Yellow Cab Association,Owner Manager,2418Taxi,Taxi
ACTIVE,CHEVROLET,SUBURBAN,2021.0,BLACK,Gasoline,N,BETHANY LIMOUSINE INC,CHICAGO,IL,60626.0,None,None,8597Livery,Livery
ACTIVE,FORD,TRANSIT,2020.0,WHITE,Gasoline,N,"ATI VANDENBERG AMBULANCE, INC.",TINLEY PARK,IL,60477.0,None,None,5483Ambulance,Ambulance
INACTIVE,Unknown,Unknown,2016.0,Unknown,Gasoline,N,CITY OF CHICAGO BACP,Unknown,Unknown,Unknown,None,None,72498Livery,Livery
ACTIVE,TOYOTA,SIENNA,2020.0,WHITE/STARS/STRIPES,Gasoline,Y,BOL-D CAPITAL LLC,CHICAGO,IL,60618.0,American-United Cab Assn,Owner-Operator,1435Taxi,Taxi
ACTIVE,LINCOLN,NAVIGATOR L,2023.0,BLACK,Gasoline,N,S&L LUXURY LIMOUSINE LLC,CHICAGO,IL,60630.0,None,None,70834Livery,Livery
ACTIVE,FORD,EXPEDITION,2023.0,BLACK,Gasoline,N,MARS TRANSPORT SERVICE INC,CHICAGO,IL,60630.0,None,None,70146Livery,Livery
INACTIVE,Unknown,Unknown,2016.0,Unknown,Gasoline,N,CITY OF CHICAGO BACP,Unknown,Unknown,Unknown,None,None,72463Livery,Livery
ACTIVE,LINCOLN,CORSAIR,2022.0,BLACK,Gasoline,N,CHI LIVERY INC,CHICAGO,IL,60626.0,None,None,7705Livery,Livery
VIOLATION,TOYOTA,SCION,2013.0,WHITE,Gasoline,N,SYLVESTER A. PRESLEY,CHICAGO,IL,60608.0,DIS-AFFILIATED,Owner-Operator,5172Taxi,Taxi
ACTIVE,CADILLAC,XT5,2024.0,BLACK,Gasoline,N,31 MONTEGO LLC,CHICAGO,IL,60656.0,None,None,8382Livery,Livery
ACTIVE,LINCOLN,NAVIGATOR,2022.0,BLACK,Gasoline,N,WFL2614 LLC,CHICAGO,IL,60616.0,None,None,7094Livery,Livery
ACTIVE,FREIGHTLINER,TROLLEY,2006.0,RED/GREEN,Gasoline,N,SCT USA INC,CHICAGO,IL,60630.0,None,None,24605Charter Sightseeing,Charter Sightseeing
INACTIVE,FORD,E250,2004.0,WHITE,Gasoline,N,HEALTHCARE PLUS CORPORATION,CHICAGO,IL,60641.0,None,None,5585Medicar,Medicar
INACTIVE,Unknown,Unknown,2016.0,Unknown,Gasoline,N,CITY OF CHICAGO BACP,Unknown,Unknown,Unknown,None,None,71562Livery,Livery
ACTIVE,FREIGHTLINER,M2 106,2013.0,WHITE,Gasoline,N,AVITAL PARTY BUS LLC,CHICAGO,IL,60640.0,None,None,22084Charter Sightseeing,Charter Sightseeing
ACTIVE,LINCOLN,NAVIGATOR L,2024.0,BLACK,Gasoline,N,D M LIMO INC.,CHICAGO,IL,60619.0,None,None,9950Livery,Livery
ACTIVE,LINCOLN,NAVIGATOR L,2024.0,BLACK,Gasoline,N,"H H Limousine Service, Inc.",CHICAGO,IL,60656.0,None,None,7185Livery,Livery
ACTIVE,LINCOLN,CORSAIR,2022.0,BLACK,Gasoline,N,TARCO RESERVATION INC.,CHICAGO,IL,60630.0,None,None,9064Livery,Livery
RESERVED,MERCEDES,SPRINTER,2016.0,RED/WHITE,Gasoline,N,"SUPERIOR AIR-GROUND AMBULANCE SERVICE, INC.",ELMHURST,IL,60126.0,None,None,5658Ambulance,Ambulance
ACTIVE,FORD,E250,2023.0,WHITE/BLUE,Gasoline,N,"ATI VANDENBERG AMBULANCE, INC.",TINLEY PARK,IL,60477.0,None,None,5489Ambulance,Ambulance
INACTIVE,Unknown,Unknown,2016.0,Unknown,Gasoline,N,CITY OF CHICAGO BACP,Unknown,Unknown,Unknown,None,None,72439Livery,Livery
ACTIVE,BMW,X7,2023.0,BLACK,Gasoline,N,BEKA LIMO CORP.,CHICAGO,IL,60640.0,None,None,7790Livery,Livery
INACTIVE,FREIGHTLINER,M2106,2016.0,WHITE,Gasoline,N,SIGNATURE TRANSPORTATION GROUP LLC,CHICAGO,IL,60656.0,None,None,16656Charter Sightseeing,Charter Sightseeing
ACTIVE,THOMAS,TROLLEY,2005.0,GREEN,Gasoline,N,SCT USA INC,CHICAGO,IL,60630.0,None,None,22976Charter Sightseeing,Charter Sightseeing
INACTIVE,FORD,E350,2010.0,WHITE,Gasoline,N,1ST RESPONSE EMS INC.,CHICAGO,IL,60621.0,None,None,5702Ambulance,Ambulance
ACTIVE,FORD,EXPEDITION,2023.0,BLACK,Gasoline,N,"FC.B CARRIER, INC.",CHICAGO,IL,60630.0,None,None,70276Livery,Livery
ACTIVE,THOMAS,TROLLEY,2005.0,GREEN,Gasoline,N,SCT USA INC,CHICAGO,IL,60630.0,None,None,22977Charter Sightseeing,Charter Sightseeing
RESERVED,MERCEDES,SPRINTER,2019.0,YELLOW,Gasoline,N,"SUPERIOR AIR-GROUND AMBULANCE SERVICE, INC.",ELMHURST,IL,60126.0,None,None,721510Ambulance,Ambulance
ACTIVE,MERCEDES,SPRINTER,2014.0,WHITE,Gasoline,N,"SUPERIOR AIR-GROUND AMBULANCE SERVICE, INC.",ELMHURST,IL,60126.0,None,None,721357Ambulance,Ambulance
INACTIVE,Unknown,Unknown,2016.0,Unknown,Gasoline,N,CITY OF CHICAGO BACP,Unknown,Unknown,Unknown,None,None,72361Livery,Livery
INACTIVE,FORD,E450,2014.0,BLACK,Gasoline,N,JKS LIMOUSINES LLC.,CHICAGO,IL,60602.0,None,None,15820Charter Sightseeing,Charter Sightseeing
ACTIVE,LINCOLN,AVIATOR,2023.0,BLACK,Gasoline,N,SHAIK KHAJA  MOINUDDIN,CHICAGO,IL,60645.0,None,None,9059Livery,Livery
INACTIVE,Unknown,Unknown,2016.0,Unknown,Gasoline,N,CITY OF CHICAGO BACP,Unknown,Unknown,Unknown,None,None,71580Livery,Livery
INACTIVE,Unknown,Unknown,2016.0,Unknown,Gasoline,N,CITY OF CHICAGO BACP,Unknown,Unknown,Unknown,None,None,72405Livery,Livery
ACTIVE,LINCOLN,NAUTILUS,2023.0,BLACK,Gasoline,N,SIMON'S LIMOUSINE INC.,CHICAGO,IL,60630.0,None,None,71012Livery,Livery
ACTIVE,CADILLAC,ESCALADE ESV,2020.0,BLACK,Gasoline,N,SELEKT LIMOUSINE INC,CHICAGO,IL,60630.0,None,None,9540Livery,Livery
ACTIVE,CHEVROLET,SUBURBAN,2022.0,BLACK,Gasoline,N,QINGLING WEI,CHICAGO,IL,60616.0,None,None,8354Livery,Livery
ACTIVE,FORD,EXPEDITION,2021.0,BLACK,Gasoline,N,HOYNE ENTERPRISES INC.,CHICAGO,IL,60645.0,None,None,7471Livery,Livery
ACTIVE,LINCOLN,NAVIGATOR,2021.0,BLACK,Gasoline,N,DELTA TRANSPORT INC,CHICAGO,IL,60630.0,None,None,8985Livery,Livery
ACTIVE,CADILLAC,XT6,2024.0,BLACK,Gasoline,N,ASHTAR LIMO LLC,CHICAGO,IL,60659.0,None,None,9519Livery,Livery
INACTIVE,Unknown,Unknown,2016.0,Unknown,Gasoline,N,CITY OF CHICAGO BACP,Unknown,Unknown,Unknown,None,None,71621Livery,Livery
INACTIVE,FORD,CROWN VICTORIA,2009.0,BLACK,Gasoline,N,EAGLE LIVERY SERVICE  INC,CHICAGO,IL,60637.0,None,None,16375Jitney,Jitney
ACTIVE,FORD,EXPEDITION,2022.0,BLACK,Gasoline,N,LIMO CORP OF CHICAGO INC,CHICAGO,IL,60630.0,None,None,8102Livery,Livery
INACTIVE,Unknown,Unknown,2016.0,Unknown,Gasoline,N,CITY OF CHICAGO BACP,Unknown,Unknown,Unknown,None,None,72546Livery,Livery
RESERVED,LINCOLN,CONTINENTAL,2020.0,BLACK,Gasoline,N,TRUPT CORP.,CHICAGO,IL,60656.0,None,None,9688Livery,Livery
INACTIVE,Unknown,Unknown,2016.0,Unknown,Gasoline,N,CITY OF CHICAGO BACP,Unknown,Unknown,Unknown,None,None,71740Livery,Livery
ACTIVE,CADILLAC,ESCALADE ESV,2015.0,BLACK,Gasoline,N,"BRIZ LUX SERVICES, INC.",CHICAGO,IL,60629.0,None,None,70821Livery,Livery
RESERVED,LINCOLN,NAVIGATOR L,2023.0,BLACK,Gasoline,N,SILK WAY PREMIER INC,CHICAGO,IL,60659.0,None,None,9975Livery,Livery
INACTIVE,Unknown,Unknown,2016.0,Unknown,Gasoline,N,CITY OF CHICAGO BACP,Unknown,Unknown,Unknown,None,None,71759Livery,Livery
INACTIVE,Unknown,Unknown,2016.0,Unknown,Gasoline,N,CITY OF CHICAGO BACP,Unknown,Unknown,Unknown,None,None,72132Livery,Livery
ACTIVE,LINCOLN,NAVIGATOR L,2021.0,BLACK,Gasoline,N,SYED I. GILLANI,CHICAGO,IL,60645.0,None,None,7323Livery,Livery
ACTIVE,LINCOLN,AVIATOR,2023.0,BLACK,Gasoline,N,STEFAN S. ZEHIREV,CHICAGO,IL,60659.0,None,None,9158Livery,Livery
INACTIVE,Unknown,Unknown,2016.0,Unknown,Gasoline,N,CITY OF CHICAGO BACP,Unknown,Unknown,Unknown,None,None,72693Livery,Livery
INACTIVE,Unknown,Unknown,2016.0,Unknown,Gasoline,N,CITY OF CHICAGO BACP,Unknown,Unknown,Unknown,None,None,72156Livery,Livery
INACTIVE,Unknown,Unknown,2016.0,Unknown,Gasoline,N,CITY OF CHICAGO BACP,Unknown,Unknown,Unknown,None,None,72659Livery,Livery
INACTIVE,Unknown,Unknown,2016.0,Unknown,Gasoline,N,CITY OF CHICAGO BACP,Unknown,Unknown,Unknown,None,None,71829Livery,Livery
ACTIVE,LINCOLN,NAVIGATOR L,2023.0,BLACK,Gasoline,N,ALPHA LIMO & TAXI INC.,CHICAGO,IL,60659.0,None,None,70164Livery,Livery
INACTIVE,FORD,E350,2009.0,WHITE/RED,Gasoline,N,"SUPERIOR AIR-GROUND AMBULANCE SERVICE, INC.",ELMHURST,IL,60126.0,None,None,5342Ambulance,Ambulance
INACTIVE,Unknown,Unknown,2016.0,Unknown,Gasoline,N,CITY OF CHICAGO BACP,Unknown,Unknown,Unknown,None,None,72955Livery,Livery
ACTIVE,LINCOLN,AVIATOR,2023.0,BLACK,Gasoline,N,AAFANDI RIDE INC.,CHICAGO,IL,60630.0,None,None,70701Livery,Livery
INACTIVE,Unknown,Unknown,2016.0,Unknown,Gasoline,N,CITY OF CHICAGO BACP,Unknown,Unknown,Unknown,None,None,71627Livery,Livery
INACTIVE,Unknown,Unknown,2016.0,Unknown,Gasoline,N,CITY OF CHICAGO BACP,Unknown,Unknown,Unknown,None,None,72913Livery,Livery
VIOLATION,MERCEDES,BENZ,2019.0,BLACK,Gasoline,N,TK TRANSPORTATION & CONCIERGE SERVICES LLC,CHICAGO,IL,60623.0,None,None,8164Livery,Livery
INACTIVE,Unknown,Unknown,2016.0,Unknown,Gasoline,N,CITY OF CHICAGO BACP,Unknown,Unknown,Unknown,None,None,71992Livery,Livery
ACTIVE,LINCOLN,NAUTILUS,2022.0,BLACK,Gasoline,N,RICCABIY INC.,CHICAGO,IL,60630.0,None,None,8486Livery,Livery
ACTIVE,LINCOLN,CONTINENTAL,2018.0,BLACK,Gasoline,N,HRISTO  LILOV,CHICAGO,IL,60631.0,None,None,7443Livery,Livery
ACTIVE,LINCOLN,NAVIGATOR,2024.0,BLACK,Gasoline,N,RIDHAM TRANSPORTATION INC.,CHICAGO,IL,60630.0,None,None,7872Livery,Livery
ACTIVE,LINCOLN,AVIATOR,2023.0,BLACK,Gasoline,N,DOUGLAS O'DONAHUE,CHICAGO,IL,60618.0,None,None,9787Livery,Livery
ACTIVE,FORD,EXPEDITION PLATINUM,2022.0,BLACK,Gasoline,N,METRO CHICAGO LIMO INC.,CHICAGO,IL,60609.0,None,None,8581Livery,Livery
VIOLATION,DODGE,CARAVAN,2016.0,WHITE,Gasoline,Y,ANDREW AND STEVEN CAB CORP.,CHICAGO,IL,60656.0,DIS-AFFILIATED,Owner Manager,111Taxi,Taxi
ACTIVE,LINCOLN,NAVIGATOR L,2021.0,BLACK,Gasoline,N,BALIQUDDIN SYED  CORP.,CHICAGO,IL,60659.0,None,None,9922Livery,Livery
INACTIVE,Unknown,Unknown,2016.0,Unknown,Gasoline,N,CITY OF CHICAGO BACP,Unknown,Unknown,Unknown,None,None,71383Livery,Livery
INACTIVE,Unknown,Unknown,2016.0,Unknown,Gasoline,N,CITY OF CHICAGO BACP,Unknown,Unknown,Unknown,None,None,71619Livery,Livery
INACTIVE,Unknown,Unknown,2016.0,Unknown,Gasoline,N,CITY OF CHICAGO BACP,Unknown,Unknown,Unknown,None,None,72232Livery,Livery
SURRENDER,NISSAN,SENTRA,2019.0,BLUE,Gasoline,N,BARROW TAXI LLC,CHICAGO,IL,60630.0,NORTHSTAR AFFILIATION,Star North Management LLC,3163Taxi,Taxi
ACTIVE,LINCOLN,NAVIGATOR L,2022.0,BLACK,Gasoline,N,EMPIRECHICAGO LLC,CHICAGO,IL,60631.0,None,None,7376Livery,Livery
ACTIVE,TOYOTA,RAV4,2021.0,YELLOW,Gasoline,N,GCN CORP.,CHICAGO,IL,60641.0,Yellow Cab Association,Owner-Operator,1129Taxi,Taxi
ACTIVE,LINCOLN,NAVIGATOR,2020.0,BLACK,Gasoline,N,LIBO LIMOUSINE INC,CHICAGO,IL,60640.0,None,None,7147Livery,Livery
INACTIVE,Unknown,Unknown,2016.0,Unknown,Gasoline,N,CITY OF CHICAGO BACP,Unknown,Unknown,Unknown,None,None,72272Livery,Livery
ACTIVE,FORD,EXPEDITION XLT MAX,2023.0,BLACK,Gasoline,N,AMERICAN PREMIUM LLC,CHICAGO,IL,60619.0,None,None,71197Livery,Livery
VIOLATION,TOYOTA,SIENNA,2015.0,WHITE,Gasoline,Y,"CUBBY CAB, INC.",CHICAGO,IL,60656.0,DIS-AFFILIATED,Owner Manager,4424Taxi,Taxi
ACTIVE,TOYOTA,COROLLA,2024.0,BLACK,Gasoline,N,"ELI 66, INC",CHICAGO,IL,60612.0,Independent1,Owner-Operator,4016Taxi,Taxi
RESERVED,LINCOLN,NAVIGATOR,2022.0,BLACK,Gasoline,N,A1 CHICAGO LIMOUSINE SERVICE LLC,CHICAGO,IL,60630.0,None,None,8746Livery,Livery
ACTIVE,MERCEDES,SPRINTER,2019.0,YELLOW,Gasoline,N,"SUPERIOR AIR-GROUND AMBULANCE SERVICE, INC.",ELMHURST,IL,60126.0,None,None,721516Ambulance,Ambulance
INACTIVE,Unknown,Unknown,2016.0,Unknown,Gasoline,N,CITY OF CHICAGO BACP,Unknown,Unknown,Unknown,None,None,71632Livery,Livery
INACTIVE,Unknown,Unknown,2016.0,Unknown,Gasoline,N,CITY OF CHICAGO BACP,Unknown,Unknown,Unknown,None,None,72560Livery,Livery
ACTIVE,LINCOLN,NAVIGATOR L,2023.0,BLACK,Gasoline,N,ABDILADIF ISMAIL ABOKOR,CHICAGO,IL,60659.0,None,None,70863Livery,Livery
INACTIVE,Unknown,Unknown,2016.0,Unknown,Gasoline,N,CITY OF CHICAGO BACP,CHICAGO,IL,60608.0,None,None,6996Taxi,Taxi
ACTIVE,MERCEDES,450H,2022.0,BLACK,Gasoline,N,KING 12 INC.,CHICAGO,IL,60660.0,None,None,7216Livery,Livery
RESERVED,FORD,EXPEDITION,2022.0,BLACK,Gasoline,N,LUCKY LIVERY INC,CHICAGO,IL,60629.0,None,None,8860Livery,Livery
ACTIVE,LINCOLN,AVIATOR,2023.0,BLACK,Gasoline,N,AYUB AND SONS INC.,CHICAGO,IL,60659.0,None,None,70635Livery,Livery
ACTIVE,FORD,EXPEDITION,2022.0,BLACK,Gasoline,N,WINDY CITY LIMOUSINE COMPANY LLC,CHICAGO,IL,60630.0,None,None,7634Livery,Livery
ACTIVE,CADILLAC,XTS,2019.0,BLACK,Gasoline,N,JADOONS.USA LTD,CHICAGO,IL,60659.0,None,None,70651Livery,Livery
INACTIVE,Unknown,Unknown,2016.0,Unknown,Gasoline,N,CITY OF CHICAGO BACP,Unknown,Unknown,Unknown,None,None,71314Livery,Livery
ACTIVE,LINCOLN,CORSAIR,2023.0,BLACK,Gasoline,N,AWANDIA TRANSPORTATION INC,CHICAGO,IL,60656.0,None,None,70303Livery,Livery
ACTIVE,CADILLAC,ESCALADE ESV,2023.0,BLACK,Gasoline,N,BLACK FLEET LIMOUSINE INC.,CHICAGO,IL,60601.0,None,None,9668Livery,Livery
INACTIVE,FORD,E350,2010.0,Unknown,Gasoline,N,"MIDWEST MEDICAL SERVICE, INC.",CHICAGO,IL,60630.0,None,None,5718Ambulance,Ambulance
ACTIVE,TOYOTA,HIGHLANDER,2021.0,WHITE,Gasoline,N,"RENNER TRANS, INC",CHICAGO,IL,60659.0,City Service Taxi Association,Owner-Operator,5858Taxi,Taxi
ACTIVE,CHEVROLET,SUBURBAN,2023.0,BLACK,Gasoline,N,RADIANCE RIDE INC,CHICAGO,IL,60659.0,None,None,9463Livery,Livery
ACTIVE,CADILLAC,ESCALADE,2019.0,BLACK,Gasoline,N,WINDY CITY LIMOUSINE COMPANY LLC,CHICAGO,IL,60630.0,None,None,8215Livery,Livery
INACTIVE,FORD,E350,2010.0,WHITE,Gasoline,N,MEDICAL EXPRESS AMBULANCE SERV,SKOKIE,IL,60077.0,None,None,5690Ambulance,Ambulance
ACTIVE,TOYOTA,SIENNA,2020.0,CREAM/BLUE,Gasoline,Y,KYEREMAACHAKUS INC,CHICAGO,IL,60641.0,Blue Diamond Taxi Affil Inc,Owner Manager,1218Taxi,Taxi
INACTIVE,FORD,E350,2010.0,WHITE,Gasoline,N,MEDICAL EXPRESS AMBULANCE SERV,SKOKIE,IL,60077.0,None,None,5705Ambulance,Ambulance
ACTIVE,FORD,CARRYALL,2006.0,WHITE,Gasoline,N,ALL AMERICAN LIMOUSINE INC,CHICAGO,IL,60656.0,None,None,9500Charter Sightseeing,Charter Sightseeing
INACTIVE,FORD,E150,2008.0,SILVER,Gasoline,N,CITY WEST TRANSPORTATION  INC,CHICAGO,IL,60644.0,None,None,6772Medicar,Medicar
RESERVED,FORD,TRANSIT,2019.0,YELLOW,Gasoline,N,"SUPERIOR AIR-GROUND AMBULANCE SERVICE, INC.",ELMHURST,IL,60126.0,None,None,721349Ambulance,Ambulance
INACTIVE,FORD,E250,2007.0,WHITE,Gasoline,N,MEDICAL EXPRESS AMBULANCE SERV,SKOKIE,IL,60077.0,None,None,6516Medicar,Medicar
INACTIVE,FORD,E350,2009.0,WHITE,Gasoline,N,"ATI VANDENBERG AMBULANCE, INC.",TINLEY PARK,IL,60477.0,None,None,5533Ambulance,Ambulance
ACTIVE,LINCOLN,NAVIGATOR L,2023.0,BLACK,Gasoline,N,SHERIF LIMO INC.,CHICAGO,IL,60659.0,None,None,70854Livery,Livery
ACTIVE,LINCOLN,NAVIGATOR L,2023.0,BLACK,Gasoline,N,WAIS LLC,CHICAGO,IL,60660.0,None,None,70878Livery,Livery
ACTIVE,LINCOLN,NAVIGATOR L,2023.0,BLACK,Gasoline,N,SIMON'S LIMOUSINE INC.,CHICAGO,IL,60630.0,None,None,71080Livery,Livery
INACTIVE,Unknown,Unknown,2016.0,Unknown,Gasoline,N,CITY OF CHICAGO BACP,Unknown,Unknown,Unknown,None,None,72491Livery,Livery
ACTIVE,LINCOLN,NAUTILUS,2023.0,BLACK,Gasoline,N,NEW DAWN CLEANING SERVICES LLC,CHICAGO,IL,60630.0,None,None,70023Livery,Livery
INACTIVE,Unknown,Unknown,2016.0,Unknown,Gasoline,N,CITY OF CHICAGO BACP,Unknown,Unknown,Unknown,None,None,72165Livery,Livery
ACTIVE,FORD,EXPEDITION,2022.0,BLACK,Gasoline,N,"ILLINOIS LIMOUSINE SERVICE, INC.",CHICAGO,IL,60656.0,None,None,8174Livery,Livery
ACTIVE,TOYOTA,RAV4,2020.0,RED,Gasoline,N,RICAL TRANS INC,CHICAGO,IL,60612.0,Independent1,Owner-Operator,1956Taxi,Taxi
VIOLATION,LINCOLN,CONTINENTAL,2018.0,BLACK,Gasoline,N,MCARRIAGE INC,CHICAGO,IL,60634.0,None,None,9862Livery,Livery
INACTIVE,Unknown,Unknown,2016.0,Unknown,Gasoline,N,CITY OF CHICAGO BACP,Unknown,Unknown,Unknown,None,None,72625Livery,Livery
INACTIVE,Unknown,Unknown,2016.0,Unknown,Gasoline,N,CITY OF CHICAGO BACP,Unknown,Unknown,Unknown,None,None,72164Livery,Livery
INACTIVE,ALEXANDER,Unknown,2001.0,RED,Gasoline,N,"TRT TRANSPORTATION, INC.",CHICAGO,IL,60609.0,None,None,10989Charter Sightseeing,Charter Sightseeing
ACTIVE,TOYOTA,CAMRY,2019.0,WHITE/BLUE,Gasoline,N,TRANSGIG INC.,CHICAGO,IL,60656.0,Flash Cab Co,Owner-Operator,5712Taxi,Taxi
ACTIVE,FORD,EXPEDITION,2024.0,BLACK,Gasoline,N,UGUR DARIVEREN,CHICAGO,IL,60612.0,None,None,8470Livery,Livery
ACTIVE,CHEVROLET,SUBURBAN,2019.0,BLACK,Gasoline,N,NIGHTSTAR INC,CHICAGO,IL,60640.0,None,None,7770Livery,Livery
INACTIVE,Unknown,Unknown,2016.0,Unknown,Gasoline,N,CITY OF CHICAGO BACP,Unknown,Unknown,Unknown,None,None,71862Livery,Livery
ACTIVE,FORD,TRANSIT,2016.0,WHITE,Gasoline,N,ILLINOIS MEDI-CAR INC,CHICAGO,IL,60608.0,None,None,18185Medicar,Medicar
ACTIVE,TESLA,Y,2021.0,BLACK,Gasoline,N,BOJAN MIHAJLOVIC,CHICAGO,IL,60633.0,None,None,71147Livery,Livery
SURRENDER,LINCOLN,AVIATOR,2024.0,BLACK,Gasoline,N,SOULTECH INC.,CHICAGO,IL,60645.0,None,None,70753Livery,Livery
INACTIVE,FORD,E350,2011.0,WHITE,Gasoline,N,DALEY'S MEDICAL TRANSPORTATION INC,DOLTON,IL,60419.0,None,None,797116Ambulance,Ambulance
ACTIVE,TESLA,MODEL Y,2023.0,BLACK,Gasoline,N,NARNIA FREIGHT INC,CHICAGO,IL,60625.0,None,None,8331Livery,Livery
VIOLATION,DODGE,CARAVAN,2016.0,WHITE,Gasoline,N,MEDICAL EXPRESS AMBULANCE SERV,SKOKIE,IL,60077.0,None,None,8722Medicar,Medicar
INACTIVE,Unknown,Unknown,2016.0,Unknown,Gasoline,N,CITY OF CHICAGO BACP,Unknown,Unknown,Unknown,None,None,72966Livery,Livery
INACTIVE,Unknown,Unknown,2016.0,Unknown,Gasoline,N,CITY OF CHICAGO BACP,Unknown,Unknown,Unknown,None,None,72390Livery,Livery
VIOLATION,VPG,MV-1,2014.0,GREEN,Gasoline,Y,REX 4 INC.,CHICAGO,IL,60645.0,TAXI TOWN AFFILIATION LLC,"Medallion Leasing and Management, Inc.",6416Taxi,Taxi
ACTIVE,LINCOLN,AVIATOR,2023.0,BLACK,Gasoline,N,D M LIMO INC.,CHICAGO,IL,60619.0,None,None,70955Livery,Livery
ACTIVE,BMW,740 I,2022.0,BLACK,Gasoline,N,VLAD V COSTACHE,CHICAGO,IL,60660.0,None,None,9141Livery,Livery
INACTIVE,FORD,E350,2005.0,BLACK,Gasoline,N,JKS LIMOUSINES LLC.,CHICAGO,IL,60602.0,None,None,11642Charter Sightseeing,Charter Sightseeing
RESERVED,FREIGHLINE,S2 106,2007.0,WHITE,Gasoline,N,AVITAL LIMOUSINE INC,CHICAGO,IL,60634.0,None,None,17539Charter Sightseeing,Charter Sightseeing
